article_title,country,revision_id,population,region,article_quality
Rodrigo Mundaca,Chile,1234717906,20.0,SOUTH AMERICA,Stub
Sergio Ortega (composer),Chile,1224512179,20.0,SOUTH AMERICA,C
Manuel Ossa Ruiz,Chile,1197442605,20.0,SOUTH AMERICA,Start
Miguel Otero Lathrop,Chile,1246581884,20.0,SOUTH AMERICA,Stub
Sergio Páez Verdugo,Chile,1233100674,20.0,SOUTH AMERICA,Stub
Luis Palacios Rossini,Chile,1240166225,20.0,SOUTH AMERICA,Stub
Héctor Parra (footballer),Chile,1246581897,20.0,SOUTH AMERICA,C
Ignacio Pérez Walker,Chile,1246582371,20.0,SOUTH AMERICA,Stub
Bernhard Eunom Philippi,Chile,1237244682,20.0,SOUTH AMERICA,Start
Germán Picó Cañas,Chile,1233081384,20.0,SOUTH AMERICA,Start
Tancredo Pinochet,Chile,1246581910,20.0,SOUTH AMERICA,Start
Jaime Pizarro,Chile,1246276668,20.0,SOUTH AMERICA,C
Roberto Poblete,Chile,1246286451,20.0,SOUTH AMERICA,Start
Francisco Prat Alemparte,Chile,1246582387,20.0,SOUTH AMERICA,Stub
Pablo Prieto,Chile,1246582394,20.0,SOUTH AMERICA,Stub
Valentina Quiroga,Chile,1230256788,20.0,SOUTH AMERICA,Start
Patricio Rey Sommer,Chile,1226080617,20.0,SOUTH AMERICA,Stub
Claudio Reyes,Chile,1246584115,20.0,SOUTH AMERICA,C
Mario Ríos Santander,Chile,1246582411,20.0,SOUTH AMERICA,Stub
Jennifer Rojas,Chile,1245058533,20.0,SOUTH AMERICA,Start
Miguel Schweitzer Walters,Chile,1233099801,20.0,SOUTH AMERICA,Start
Loreto Silva,Chile,1235451028,20.0,SOUTH AMERICA,Start
Roberto Thieme,Chile,1247033778,20.0,SOUTH AMERICA,Start
Manuel Antonio Tocornal,Chile,1246583701,20.0,SOUTH AMERICA,Stub
Ramón Vega Hidalgo,Chile,1193587402,20.0,SOUTH AMERICA,Stub
Juan de Dios Vial del Río,Chile,1246583715,20.0,SOUTH AMERICA,Stub
Claudio Vicuña Subercaseaux,Chile,1240166459,20.0,SOUTH AMERICA,B
Hernán Vodanovic,Chile,1241138610,20.0,SOUTH AMERICA,Stub
Chris Watson,Chile,1245997885,20.0,SOUTH AMERICA,FA
Sergio Zarzar Andonie,Chile,1037723664,20.0,SOUTH AMERICA,Start
Cao Lihuai,China,1240382229,1411.3,EAST ASIA,C
Fu Wenhua,China,1240083184,1411.3,EAST ASIA,Start
Gu Shu,China,1222977958,1411.3,EAST ASIA,Start
Hang Yihong,China,1117001263,1411.3,EAST ASIA,Stub
Hao Hongjun,China,1182205038,1411.3,EAST ASIA,C
Hoi Lai Fong,China,1222254128,1411.3,EAST ASIA,Stub
Hu Fuming,China,1230177446,1411.3,EAST ASIA,Stub
Jiao Xiaoping,China,1250403358,1411.3,EAST ASIA,Start
Lin Shengzhong,China,1229515337,1411.3,EAST ASIA,Start
Lu Feng (politician),China,1183319623,1411.3,EAST ASIA,Stub
Shi Ping (politician),China,1247579845,1411.3,EAST ASIA,Start
Wang Liyan,China,1243521667,1411.3,EAST ASIA,Start
Wang Yonghong,China,1234882199,1411.3,EAST ASIA,Start
"Wang Wei (politician, born 1974)",China,1112864760,1411.3,EAST ASIA,Stub
Wei Wenhui,China,1213106474,1411.3,EAST ASIA,Stub
Zhang Lin (general),China,1243512125,1411.3,EAST ASIA,Stub
José Manuel Restrepo Abondano,Colombia,1240223372,52.2,SOUTH AMERICA,Start
Yahir Acuña,Colombia,1245229750,52.2,SOUTH AMERICA,Stub
Iván Darío Agudelo,Colombia,1245229754,52.2,SOUTH AMERICA,Start
Carlos Mario Álvarez,Colombia,1245234693,52.2,SOUTH AMERICA,Stub
Rafael Francisco Amador Campos,Colombia,1246254621,52.2,SOUTH AMERICA,Stub
Julio Arboleda Pombo,Colombia,1245236501,52.2,SOUTH AMERICA,Start
Justo Arosemena Quesada,Colombia,1215952443,52.2,SOUTH AMERICA,Start
Germán Blanco Álvarez,Colombia,1245229792,52.2,SOUTH AMERICA,Start
Manuel José Bonnet,Colombia,1145659050,52.2,SOUTH AMERICA,Start
Wilson Borja,Colombia,1245233085,52.2,SOUTH AMERICA,Stub
Gloria María Borrero,Colombia,1245229806,52.2,SOUTH AMERICA,Stub
Carlos Fernando Galán,Colombia,1245229831,52.2,SOUTH AMERICA,C
José Eusebio Caro,Colombia,1216025693,52.2,SOUTH AMERICA,Stub
Ana María Castañeda,Colombia,1246254674,52.2,SOUTH AMERICA,Start
Iván Cepeda,Colombia,1245233092,52.2,SOUTH AMERICA,Start
Juan José Chaux Mosquera,Colombia,1245229841,52.2,SOUTH AMERICA,Start
Vicky Colbert,Colombia,1246254698,52.2,SOUTH AMERICA,C
Alejandro Corrales Escobar,Colombia,1177713760,52.2,SOUTH AMERICA,Stub
Alfredo Cuello Baute,Colombia,1245229857,52.2,SOUTH AMERICA,Start
Alfonso Dávila Ortiz,Colombia,1170558228,52.2,SOUTH AMERICA,C
Luis Eduardo Díaz Granados,Colombia,1245235873,52.2,SOUTH AMERICA,Stub
Olga Duque de Ospina,Colombia,1245229862,52.2,SOUTH AMERICA,Stub
Eduardo Wiesner Durán,Colombia,1245236200,52.2,SOUTH AMERICA,Start
Eduardo Enríquez Maya,Colombia,1245233259,52.2,SOUTH AMERICA,Stub
Miguel Amín Escaf,Colombia,1230172715,52.2,SOUTH AMERICA,Stub
Juan Carlos Esguerra Portocarrero,Colombia,1246255193,52.2,SOUTH AMERICA,Stub
Claudio Galán Pachón,Colombia,1245229882,52.2,SOUTH AMERICA,Stub
Juan García del Río,Colombia,1240176611,52.2,SOUTH AMERICA,Stub
Daniel García-Peña,Colombia,1245233082,52.2,SOUTH AMERICA,Start
Lucy Inés García,Colombia,1245229888,52.2,SOUTH AMERICA,Stub
Yaneth Giha Tovar,Colombia,1245236372,52.2,SOUTH AMERICA,Stub
Enrique Gil Botero,Colombia,1245233277,52.2,SOUTH AMERICA,GA
Guillermo González (politician),Colombia,1245234381,52.2,SOUTH AMERICA,Stub
Bernardo Guerra Serna,Colombia,1250271191,52.2,SOUTH AMERICA,Stub
Carlos Mauro Hoyos,Colombia,1248682870,52.2,SOUTH AMERICA,C
Augusto Ibáñez Guzmán,Colombia,1184527110,52.2,SOUTH AMERICA,Start
Gilma Jiménez,Colombia,1069225684,52.2,SOUTH AMERICA,Stub
Roberto Junguito,Colombia,1240223425,52.2,SOUTH AMERICA,Stub
Maria Claudia Lacouture,Colombia,1199118382,52.2,SOUTH AMERICA,Start
Rodrigo Lara,Colombia,1250547066,52.2,SOUTH AMERICA,C
Rodrigo Hernán Lloreda Caicedo,Colombia,1246254780,52.2,SOUTH AMERICA,Start
Francisco José Lloreda Mera,Colombia,1246254788,52.2,SOUTH AMERICA,C
Fernando Londoño,Colombia,1246255201,52.2,SOUTH AMERICA,Start
Jorge Eduardo Londoño,Colombia,1245235971,52.2,SOUTH AMERICA,Stub
"Jorge Miguel Lozano, Marquis of San Jorge",Colombia,1236266474,52.2,SOUTH AMERICA,Start
David Luna Sánchez,Colombia,1222201469,52.2,SOUTH AMERICA,Stub
Mariano Arosemena,Colombia,1245235175,52.2,SOUTH AMERICA,Stub
Iván Marulanda,Colombia,1185742882,52.2,SOUTH AMERICA,Start
Carlos Eduardo Medellín Becerra,Colombia,1245235975,52.2,SOUTH AMERICA,C
Germán Montoya Vélez,Colombia,1028093034,52.2,SOUTH AMERICA,Stub
Lorenzo Muelas,Colombia,1164689541,52.2,SOUTH AMERICA,Start
Narciso Matus Torres,Colombia,1245236941,52.2,SOUTH AMERICA,Stub
Elsa Noguera,Colombia,1246254840,52.2,SOUTH AMERICA,Stub
Antonio Ordóñez Plaja,Colombia,1173626216,52.2,SOUTH AMERICA,Stub
Fernando Ospina Hernández,Colombia,1245233340,52.2,SOUTH AMERICA,Stub
Enrique Parejo González,Colombia,1245235981,52.2,SOUTH AMERICA,Stub
Carlos Pizarro Leongómez,Colombia,1249030421,52.2,SOUTH AMERICA,C
Daniel Quintero,Colombia,1245235291,52.2,SOUTH AMERICA,C
Juan Camilo Quintero,Colombia,1015926064,52.2,SOUTH AMERICA,Stub
Manuel María Ramírez Fortoul,Colombia,1216456187,52.2,SOUTH AMERICA,Start
Juan José Reyes-Patria Escobar,Colombia,1227553742,52.2,SOUTH AMERICA,C
Ricardo Cobo,Colombia,1244437288,52.2,SOUTH AMERICA,Stub
Jorge Enrique Robledo,Colombia,1220326566,52.2,SOUTH AMERICA,Start
Ángela Robledo,Colombia,1246255224,52.2,SOUTH AMERICA,Start
Antonio Roldán Betancur,Colombia,1221854205,52.2,SOUTH AMERICA,Start
Sixta Pontón de Santander,Colombia,1247090171,52.2,SOUTH AMERICA,Stub
Juana de J. Sarmiento,Colombia,1245238707,52.2,SOUTH AMERICA,Start
Oscar Terán (lawyer),Colombia,1161329015,52.2,SOUTH AMERICA,Stub
Ernesto Macías Tovar,Colombia,1213699898,52.2,SOUTH AMERICA,Start
Ciro Luis Urriola,Colombia,1228551844,52.2,SOUTH AMERICA,Start
Ramón Maximiliano Valdés,Colombia,1161329073,52.2,SOUTH AMERICA,Stub
Eduardo Valencia Ospina,Colombia,1246254972,52.2,SOUTH AMERICA,Start
Cristóbal de Vergara Azcárate,Colombia,1245235067,52.2,SOUTH AMERICA,Start
José María Vergara y Vergara,Colombia,1245233403,52.2,SOUTH AMERICA,C
Estanislao Vergara y Sanz de Santamaría,Colombia,1245706441,52.2,SOUTH AMERICA,Stub
Luis Villar Borda,Colombia,1245234958,52.2,SOUTH AMERICA,Stub
Luis Carlos Villegas Echeverri,Colombia,1240167842,52.2,SOUTH AMERICA,Stub
Roberto Camacho Weberberg,Colombia,1245232426,52.2,SOUTH AMERICA,Start
Mouzawar Abdallah,Comoros,1245477212,0.9,EASTERN AFRICA,Start
Moustadroine Abdou,Comoros,1249127568,0.9,EASTERN AFRICA,Stub
Ibrahim Aboubacar,Comoros,1243241622,0.9,EASTERN AFRICA,Start
Saïd Ibrahim Ben Ali,Comoros,1246290098,0.9,EASTERN AFRICA,Start
Mohamed Bacar,Comoros,1247355339,0.9,EASTERN AFRICA,C
Chamina Ben Mohamed,Comoros,1247354060,0.9,EASTERN AFRICA,Stub
Saïd Mohamed Cheikh,Comoros,1221994066,0.9,EASTERN AFRICA,Start
Mohamed Dahalani,Comoros,1175970303,0.9,EASTERN AFRICA,Stub
Dhoihir Dhoulkamal,Comoros,1196223038,0.9,EASTERN AFRICA,Stub
Ahmed Ben Said Djaffar,Comoros,1190414185,0.9,EASTERN AFRICA,Stub
Abdou Soulé Elbak,Comoros,1247353598,0.9,EASTERN AFRICA,Stub
Gaston Feuillard,Comoros,1186382326,0.9,EASTERN AFRICA,Stub
Siti Kassim,Comoros,1131245612,0.9,EASTERN AFRICA,Start
Said Ali Kemal,Comoros,1054672013,0.9,EASTERN AFRICA,Start
Fouad Mohadji,Comoros,1136343767,0.9,EASTERN AFRICA,Stub
Dawiat Mohamed,Comoros,1226333799,0.9,EASTERN AFRICA,Stub
Sittou Raghadat Mohamed,Comoros,1197939649,0.9,EASTERN AFRICA,Start
Idi Nadhoim,Comoros,1247384439,0.9,EASTERN AFRICA,Stub
Fahmi Said Ibrahim,Comoros,1159714281,0.9,EASTERN AFRICA,Stub
Djaffar Ahmed Said,Comoros,1236977988,0.9,EASTERN AFRICA,Stub
Abdallah Said Sarouma,Comoros,1043132737,0.9,EASTERN AFRICA,Stub
Mohamed Ali Soilihi,Comoros,1136366247,0.9,EASTERN AFRICA,Start
Moussa Toybou,Comoros,1247355431,0.9,EASTERN AFRICA,Stub
Léon Angor,Congo,1242492711,6.1,MIDDLE AFRICA,Start
Joseph Badiabio,Congo,1154376625,6.1,MIDDLE AFRICA,Start
Frédéric Bintsamou,Congo,1248517558,6.1,MIDDLE AFRICA,Start
Modeste Boukadia,Congo,1234167840,6.1,MIDDLE AFRICA,C
Jean-Jacques Bouya,Congo,1246299510,6.1,MIDDLE AFRICA,C
Fidèle Dimou,Congo,1135246225,6.1,MIDDLE AFRICA,Start
Gabriel Entcha-Ebia,Congo,1246821116,6.1,MIDDLE AFRICA,Start
Gabriel Valère Eteka Yemet,Congo,1146697785,6.1,MIDDLE AFRICA,Start
Albert Fourvelle,Congo,826516065,6.1,MIDDLE AFRICA,Stub
Pascal Gamassa,Congo,1223558585,6.1,MIDDLE AFRICA,C
Pierre Goura,Congo,1177650425,6.1,MIDDLE AFRICA,Start
Gustave Aba-Gandzion,Congo,1124446209,6.1,MIDDLE AFRICA,Stub
Joseph Hondjuila Miokono,Congo,1146540238,6.1,MIDDLE AFRICA,Start
Zely Pierre Inzoungou-Massanga,Congo,1141825144,6.1,MIDDLE AFRICA,Stub
André Kerhervé,Congo,1152185896,6.1,MIDDLE AFRICA,Stub
Pierre Mabiala,Congo,1146545045,6.1,MIDDLE AFRICA,C
Paulin Makaya,Congo,1112682469,6.1,MIDDLE AFRICA,C
Jean-Pierre Makouta-Mboukou,Congo,1156202898,6.1,MIDDLE AFRICA,C
Jean Malonga,Congo,1177650547,6.1,MIDDLE AFRICA,Stub
André Matsoua,Congo,1247163377,6.1,MIDDLE AFRICA,Start
Ferdinand Mbahou,Congo,1227758610,6.1,MIDDLE AFRICA,Start
Justin Mikolo-Kinzonzi,Congo,1146540347,6.1,MIDDLE AFRICA,Start
Bonaventure Mizidy,Congo,976591922,6.1,MIDDLE AFRICA,Stub
Émile Mokoko Wongolo,Congo,1221206415,6.1,MIDDLE AFRICA,Start
Jean-Marie Mokoko,Congo,1209020061,6.1,MIDDLE AFRICA,C
René-Dambert Ndouane,Congo,1146545877,6.1,MIDDLE AFRICA,C
Jean-Dominique Okemba,Congo,1146539782,6.1,MIDDLE AFRICA,C
Denis-Christel Sassou Nguesso,Congo,1235566637,6.1,MIDDLE AFRICA,C
Arlette Soudan-Nonault,Congo,1221600122,6.1,MIDDLE AFRICA,Start
Jean Félix Demba Telo,Congo,1106155664,6.1,MIDDLE AFRICA,Stub
Abel Thauley-Ganga,Congo,1127419766,6.1,MIDDLE AFRICA,Stub
Daniel Aselo,Congo DR,1161287091,102.3,MIDDLE AFRICA,Stub
Jean-Claude Baende,Congo DR,1240112055,102.3,MIDDLE AFRICA,Start
Bertrand Bisimwa,Congo DR,1209006607,102.3,MIDDLE AFRICA,Start
Célestin Cibalonza Byaterana,Congo DR,1053664162,102.3,MIDDLE AFRICA,Stub
Martin Parfait Aimé Coussoud-Mavoungou,Congo DR,1178358315,102.3,MIDDLE AFRICA,Start
Emmanuel Dungia,Congo DR,1246747483,102.3,MIDDLE AFRICA,C
Ferdinand Essandja,Congo DR,1176623737,102.3,MIDDLE AFRICA,Stub
Floribert Anzuluni,Congo DR,1212136112,102.3,MIDDLE AFRICA,Start
Lugi Gizenga,Congo DR,1180021058,102.3,MIDDLE AFRICA,Start
Clovis Kabongo Malemba,Congo DR,1156020993,102.3,MIDDLE AFRICA,Stub
Odilon Kafitwe wa pa Bowa,Congo DR,1063619600,102.3,MIDDLE AFRICA,Stub
François Nicéphore Kakese,Congo DR,1053664863,102.3,MIDDLE AFRICA,Stub
Kalenga Riziki Lwango II,Congo DR,1175866265,102.3,MIDDLE AFRICA,Start
Jean Collins Musonda Kalusambo,Congo DR,1053665874,102.3,MIDDLE AFRICA,Stub
Norman Kamosi,Congo DR,1158543582,102.3,MIDDLE AFRICA,Stub
Oscar Kashala,Congo DR,1207022384,102.3,MIDDLE AFRICA,GA
Banyingela Kasonga,Congo DR,1112278142,102.3,MIDDLE AFRICA,Start
Tharcisse Kasongo Mwema Yamba-Yamba,Congo DR,1178367789,102.3,MIDDLE AFRICA,Start
Albert-Joseph Kasongo Wa Kapinga,Congo DR,1249521619,102.3,MIDDLE AFRICA,GA
Pierre Honoré Kazadi Lukonda Ngube-Ngube,Congo DR,1002487446,102.3,MIDDLE AFRICA,Stub
Jacques Kazadi,Congo DR,1176430546,102.3,MIDDLE AFRICA,Start
Léon Kengo wa Dondo,Congo DR,1237115839,102.3,MIDDLE AFRICA,C
Robert Kidiaba,Congo DR,1248824563,102.3,MIDDLE AFRICA,Start
Seth Kikuni,Congo DR,1243865684,102.3,MIDDLE AFRICA,Stub
Jean-Pierre Lola Kisanga,Congo DR,1249285899,102.3,MIDDLE AFRICA,Stub
Delphin Kyubwa,Congo DR,1053664236,102.3,MIDDLE AFRICA,Stub
Gabriel Kyungu,Congo DR,1211274287,102.3,MIDDLE AFRICA,Start
Eric Lenge,Congo DR,1244086359,102.3,MIDDLE AFRICA,Start
Faustin Luanga,Congo DR,1233422388,102.3,MIDDLE AFRICA,C
Guy-Patrice Lumumba,Congo DR,1147505613,102.3,MIDDLE AFRICA,Stub
Sultani Makenga,Congo DR,1245170396,102.3,MIDDLE AFRICA,C
Angèle Makombo,Congo DR,1188621879,102.3,MIDDLE AFRICA,Stub
Franck Mwe di Malila,Congo DR,1221364267,102.3,MIDDLE AFRICA,C
Anne Mbusu,Congo DR,1125303194,102.3,MIDDLE AFRICA,Start
Munga Mibindo,Congo DR,1058408130,102.3,MIDDLE AFRICA,Stub
Emile Mota,Congo DR,1221204219,102.3,MIDDLE AFRICA,Start
Josué Alex Mukendi,Congo DR,1158533179,102.3,MIDDLE AFRICA,Stub
Daniel Mukoko Samba,Congo DR,1230882624,102.3,MIDDLE AFRICA,Start
Paul-Joseph Mukungubila,Congo DR,1234382434,102.3,MIDDLE AFRICA,C
Medard Mulangala,Congo DR,1247424323,102.3,MIDDLE AFRICA,C
Didier Mumengi,Congo DR,1207925066,102.3,MIDDLE AFRICA,C
Kasongo Munganga,Congo DR,1221395785,102.3,MIDDLE AFRICA,C
Jean-Claude Kazembe Musonda,Congo DR,1249280194,102.3,MIDDLE AFRICA,Stub
Jules Mutebutsi,Congo DR,1220065911,102.3,MIDDLE AFRICA,Start
Laurent Nkunda,Congo DR,1247976741,102.3,MIDDLE AFRICA,C
Muanda Nsemi,Congo DR,1244131957,102.3,MIDDLE AFRICA,Start
Victor Promontorio,Congo DR,1087110784,102.3,MIDDLE AFRICA,Start
Jean-Marie Runiga,Congo DR,1194658548,102.3,MIDDLE AFRICA,Start
Alain Daniel Shekomba,Congo DR,1169619132,102.3,MIDDLE AFRICA,Stub
Koloso Sumaili,Congo DR,1053666295,102.3,MIDDLE AFRICA,Stub
Noël K. Tshiani Muadiamvita,Congo DR,1226227200,102.3,MIDDLE AFRICA,C
Emery Wafwana,Congo DR,1092371503,102.3,MIDDLE AFRICA,Start
Yolande Ebongo Osongo,Congo DR,1226028337,102.3,MIDDLE AFRICA,Stub
Florentino Alfaro Zamora,Costa Rica,1220759536,5.3,CENTRAL AMERICA,Stub
Alejandro Alvarado García,Costa Rica,1003975565,5.3,CENTRAL AMERICA,Stub
Antonio Saldaña,Costa Rica,1222311219,5.3,CENTRAL AMERICA,Start
Armando Aráuz Aguilar,Costa Rica,1222118361,5.3,CENTRAL AMERICA,Stub
Birche,Costa Rica,1144900728,5.3,CENTRAL AMERICA,Stub
Tranquilino de Bonilla y Herdocia,Costa Rica,1225144299,5.3,CENTRAL AMERICA,Stub
Juan José de Bonilla y Herdocia,Costa Rica,1226616767,5.3,CENTRAL AMERICA,Stub
Miguel de Bonilla y Laya-Bolívar,Costa Rica,1208170811,5.3,CENTRAL AMERICA,Start
Stephan Brunner,Costa Rica,1222276569,5.3,CENTRAL AMERICA,Stub
Marvin Calvo Montoya,Costa Rica,1162646713,5.3,CENTRAL AMERICA,Stub
Florencio del Castillo,Costa Rica,1208171356,5.3,CENTRAL AMERICA,Start
Paola Vega Castillo,Costa Rica,1225809426,5.3,CENTRAL AMERICA,Stub
Ramón Castro y Ramírez,Costa Rica,1225486364,5.3,CENTRAL AMERICA,Stub
Ricardo Castro Beeche,Costa Rica,1227663151,5.3,CENTRAL AMERICA,Stub
Teodoro Willink Castro,Costa Rica,1225813983,5.3,CENTRAL AMERICA,Stub
José Joaquín Chaverri Sievert,Costa Rica,956297870,5.3,CENTRAL AMERICA,Stub
José Miguel Corrales Bolaños,Costa Rica,1106097216,5.3,CENTRAL AMERICA,Stub
Correque,Costa Rica,1247058625,5.3,CENTRAL AMERICA,Start
Aquileo J. Echeverría,Costa Rica,1238913567,5.3,CENTRAL AMERICA,Start
El Guarco,Costa Rica,1222311350,5.3,CENTRAL AMERICA,Start
Narciso Esquivel y Salazar,Costa Rica,1220760182,5.3,CENTRAL AMERICA,Stub
Alberto Fait Lizano,Costa Rica,1222118382,5.3,CENTRAL AMERICA,Stub
King Garabito,Costa Rica,1196861935,5.3,CENTRAL AMERICA,Start
Gerardo Gómez Ramírez,Costa Rica,1192619706,5.3,CENTRAL AMERICA,Stub
Joaquín Gutiérrez,Costa Rica,1247069935,5.3,CENTRAL AMERICA,C
Fernando Guzmán Mata,Costa Rica,1222118321,5.3,CENTRAL AMERICA,Stub
Gerardo Guzmán Quirós,Costa Rica,1238913592,5.3,CENTRAL AMERICA,Stub
Joaquín de Iglesias Vidamartel,Costa Rica,1143751403,5.3,CENTRAL AMERICA,Stub
Bernal Jiménez Monge,Costa Rica,1222116000,5.3,CENTRAL AMERICA,Stub
Ramón Jiménez y Robredo,Costa Rica,956297739,5.3,CENTRAL AMERICA,Stub
José Miguel Alfaro Rodríguez,Costa Rica,1159361259,5.3,CENTRAL AMERICA,Stub
Pedro María León-Páez y Brown,Costa Rica,1239281067,5.3,CENTRAL AMERICA,Stub
Óscar López (politician),Costa Rica,1223311224,5.3,CENTRAL AMERICA,Stub
Juan de los Santos Madriz y Cervantes,Costa Rica,1166323385,5.3,CENTRAL AMERICA,Stub
Félix Arcadio Montero Monge,Costa Rica,1220914008,5.3,CENTRAL AMERICA,Stub
José Joaquín Mora Porras,Costa Rica,1220914322,5.3,CENTRAL AMERICA,Stub
Mary Munive,Costa Rica,1187967160,5.3,CENTRAL AMERICA,Stub
Rafael Moya Murillo,Costa Rica,1224803859,5.3,CENTRAL AMERICA,Stub
María Teresa Obregón Zamora,Costa Rica,1248921822,5.3,CENTRAL AMERICA,C
Rodrigo Oreamuno Blanco,Costa Rica,1222118589,5.3,CENTRAL AMERICA,Stub
Joaquín de Oreamuno,Costa Rica,1233508565,5.3,CENTRAL AMERICA,GA
Rafael Francisco Osejo,Costa Rica,1226873055,5.3,CENTRAL AMERICA,Start
Pablo Presbere,Costa Rica,1248356984,5.3,CENTRAL AMERICA,C
Manuel María de Peralta y Alfaro,Costa Rica,1221588507,5.3,CENTRAL AMERICA,Start
José María de Peralta,Costa Rica,1232063930,5.3,CENTRAL AMERICA,Start
Manuel María de Peralta y López del Corral,Costa Rica,1221588551,5.3,CENTRAL AMERICA,Stub
Cipriano Pérez y Arias,Costa Rica,1227718585,5.3,CENTRAL AMERICA,Stub
Eusebio Prieto y Ruiz,Costa Rica,1221750109,5.3,CENTRAL AMERICA,Stub
Carmen Quesada Santamaría,Costa Rica,1241998103,5.3,CENTRAL AMERICA,Stub
José Pablo Quirós Quirós,Costa Rica,1250676686,5.3,CENTRAL AMERICA,Stub
Gregorio José Ramírez,Costa Rica,1242282892,5.3,CENTRAL AMERICA,Start
Rafael Ramírez Hidalgo,Costa Rica,1221750940,5.3,CENTRAL AMERICA,Stub
Carlos Ricardo Benavides Jiménez,Costa Rica,1101826814,5.3,CENTRAL AMERICA,Stub
Rodrigo Altmann Ortiz,Costa Rica,1230256617,5.3,CENTRAL AMERICA,Stub
Santiago Mayas,Costa Rica,1220279443,5.3,CENTRAL AMERICA,Start
Siarke,Costa Rica,1165987146,5.3,CENTRAL AMERICA,Stub
Tomás Enrique Soley Soler,Costa Rica,1221318310,5.3,CENTRAL AMERICA,Stub
José María Soto Alfaro,Costa Rica,1163807639,5.3,CENTRAL AMERICA,Start
Nazario Toledo,Costa Rica,1144305699,5.3,CENTRAL AMERICA,Stub
Marco Vinicio Vargas Pereira,Costa Rica,956297827,5.3,CENTRAL AMERICA,Stub
Santos Velázquez y Tinoco,Costa Rica,1221752525,5.3,CENTRAL AMERICA,Stub
William Forbes (Talamancan king),Costa Rica,1222311400,5.3,CENTRAL AMERICA,Stub
Ivan Anušić,Croatia,1242418093,3.8,SOUTHERN EUROPE,Stub
Mato Arlović,Croatia,1165306945,3.8,SOUTHERN EUROPE,Start
Branko Bačić,Croatia,1224032607,3.8,SOUTHERN EUROPE,C
Fran Barac,Croatia,1211290682,3.8,SOUTHERN EUROPE,Start
Stephen Nikola Bartulica,Croatia,1244676990,3.8,SOUTHERN EUROPE,Start
Živko Bertić,Croatia,1238706131,3.8,SOUTHERN EUROPE,Start
Ante Biankini,Croatia,1237241605,3.8,SOUTHERN EUROPE,Start
Juraj Biankini,Croatia,1219491844,3.8,SOUTHERN EUROPE,Start
Antun Bonifačić,Croatia,1236361509,3.8,SOUTHERN EUROPE,Start
Andrija Torkvat Brlić,Croatia,1235507942,3.8,SOUTHERN EUROPE,GA
Josip Broz Tito,Croatia,1250370039,3.8,SOUTHERN EUROPE,FA
"Gajo Bulat (politician, born 1867)",Croatia,1197433208,3.8,SOUTHERN EUROPE,Start
Nadežda Čačinovič,Croatia,1220422575,3.8,SOUTHERN EUROPE,Start
Gjuro Červar,Croatia,1242051863,3.8,SOUTHERN EUROPE,Start
Melko Čingrija,Croatia,1120771298,3.8,SOUTHERN EUROPE,Start
Pero Čingrija,Croatia,1242200901,3.8,SOUTHERN EUROPE,Start
Juraj Demetrović,Croatia,1242201064,3.8,SOUTHERN EUROPE,Stub
Mate Drinković,Croatia,1217986221,3.8,SOUTHERN EUROPE,Start
Nikica Gabrić,Croatia,1100953009,3.8,SOUTHERN EUROPE,Stub
Leon Geršković,Croatia,1248050628,3.8,SOUTHERN EUROPE,Start
Pavle Gregorić,Croatia,1226126469,3.8,SOUTHERN EUROPE,Stub
Ernest Jelušić,Croatia,1213664091,3.8,SOUTHERN EUROPE,Start
Emerik Josipović,Croatia,1242194990,3.8,SOUTHERN EUROPE,Stub
Gejza Josipović,Croatia,1242195010,3.8,SOUTHERN EUROPE,Stub
Radovan Juričić,Croatia,1242200310,3.8,SOUTHERN EUROPE,Start
Luka Kirac,Croatia,1241257381,3.8,SOUTHERN EUROPE,GA
Stjepan Kovačević,Croatia,1240854187,3.8,SOUTHERN EUROPE,Stub
Josip Kregar,Croatia,1159514930,3.8,SOUTHERN EUROPE,Start
Izidor Kršnjavi,Croatia,1224321567,3.8,SOUTHERN EUROPE,Start
Ivo Krstelj,Croatia,1196420740,3.8,SOUTHERN EUROPE,Start
Šime Kurelić,Croatia,1242200393,3.8,SOUTHERN EUROPE,Start
Ante Mandić,Croatia,1165990465,3.8,SOUTHERN EUROPE,Stub
Gavro Manojlović,Croatia,1244827949,3.8,SOUTHERN EUROPE,Start
Vladimir Mažuranić,Croatia,1070845254,3.8,SOUTHERN EUROPE,Start
Francesco Neffat,Croatia,1242200438,3.8,SOUTHERN EUROPE,Start
Fran Novljan,Croatia,1233137907,3.8,SOUTHERN EUROPE,Start
Adam Oster,Croatia,1245862304,3.8,SOUTHERN EUROPE,Stub
Kata Pejnović,Croatia,1186773296,3.8,SOUTHERN EUROPE,Start
Ivo Pilar,Croatia,1195042286,3.8,SOUTHERN EUROPE,C
Pero Pirker,Croatia,1184135617,3.8,SOUTHERN EUROPE,GA
Vladimir Prebeg,Croatia,1250642239,3.8,SOUTHERN EUROPE,Start
Svetozar Pribićević,Croatia,1244954755,3.8,SOUTHERN EUROPE,C
Niko Pucić,Croatia,1225745592,3.8,SOUTHERN EUROPE,Start
Rafael Pucić,Croatia,1242200763,3.8,SOUTHERN EUROPE,Stub
Ivica Puljak,Croatia,1242200734,3.8,SOUTHERN EUROPE,Start
Mario Radić (politician),Croatia,1248279415,3.8,SOUTHERN EUROPE,Start
